FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,ORGANIZATION CODE,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4416,4416 Compliance,11,1,190,Accounting Technician II,Annual,1,1,55212.00,55212
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4416,4416 Compliance,BX14,10,156,Supervisor of Voucher Auditing,Annual,1,1,80916.00,80916
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4416,4416 Compliance,BX15,10,134,Financial Analyst,Annual,1,1,57084.00,57084
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4416,4416 Compliance,G06,4,103,Accountant III,Annual,1,1,72156.00,72156
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4417,4417 Design and Construction,100,9,9813,Managing Deputy Commissioner,Annual,1,1,130380.00,130380
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4417,4417 Design and Construction,BX14,20,318,Assistant to the Commissioner,Annual,1,1,67224.00,67224
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4417,4417 Design and Construction,300,9,311,Projects Administrator,Annual,1,1,104328.00,104328
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4417,4417 Design and Construction,300,9,311,Projects Administrator,Annual,1,1,96456.00,96456
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4417,4417 Design and Construction,300,9,311,Projects Administrator,Annual,1,1,85812.00,85812
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4417,4417 Design and Construction,300,9,311,Projects Administrator,Annual,1,1,73020.00,73020
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4420,4420 Planning,0,9,9813,Managing Deputy Commissioner,Annual,1,1,130008.00,130008
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4420,4420 Planning,300,20,1440,Coordinating Planner II,Annual,1,1,103740.00,103740
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4420,4420 Planning,300,9,311,Projects Administrator,Annual,1,1,71088.00,71088
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4420,4420 Planning,BX13,20,308,Staff Assistant,Annual,1,1,67224.00,67224
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4430,4430 Property Management,100,9,9679,Deputy Commissioner,Annual,1,1,110004.00,110004
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4430,4430 Property Management,BX15,10,1912,Project Coordinator,Annual,1,1,70380.00,70380
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4430,4430 Property Management,BX15,10,1665,Chief Leasing Agent,Annual,1,1,80916.00,80916
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4430,4430 Property Management,300,20,1440,Coordinating Planner II,Annual,1,1,102024.00,102024
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4430,4430 Property Management,300,9,311,Projects Administrator,Annual,1,1,66720.00,66720
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4510,4510 Legal/Government Affairs,100,9,9813,Managing Deputy Commissioner,Annual,1,1,148488.00,148488
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4510,4510 Legal/Government Affairs,0,0,1646,Attorney,Annual,1,1,101700.00,101700
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4510,4510 Legal/Government Affairs,BX15,10,320,Assistant to the Commissioner,Annual,1,1,70380.00,70380
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4510,4510 Legal/Government Affairs,300,9,313,Assistant Commissioner,Annual,1,1,91020.00,91020
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4510,4510 Legal/Government Affairs,BX13,20,308,Staff Assistant,Annual,1,1,63276.00,63276
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,100,9,9679,Deputy Commissioner,Annual,1,1,103008.00,103008
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,BX17,10,7026,Chief Airport Operations Supervisor,Annual,2,1,106884.00,213768
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,BX17,10,7026,Chief Airport Operations Supervisor,Annual,1,1,80916.00,80916
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V16,54,7025,Assistant Chief Airport Operations Supervisor,Annual,1,1,110748.00,110748
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V16,54,7025,Assistant Chief Airport Operations Supervisor,Annual,2,1,96384.00,192768
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V15,54,7021,Airport Operations Supervisor II,Annual,3,1,100944.00,302832
Local,0B21,TIF ADMINISTRATION,5,OFFICE OF BUDGET & MANAGEMENT,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3040,3040 TIF Administration,0, ,300,10,1439,Financial Planning Analyst,Annual,1,1,77748.00,77748
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V15,54,7021,Airport Operations Supervisor II,Annual,1,1,96384.00,96384
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V15,54,7021,Airport Operations Supervisor II,Annual,2,1,83832.00,167664
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V15,54,7021,Airport Operations Supervisor II,Annual,2,1,79992.00,159984
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V15,54,7021,Airport Operations Supervisor II,Annual,1,1,72192.00,72192
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V15,54,7021,Airport Operations Supervisor II,Annual,6,1,59976.00,359856
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,300,20,7020,General Manager of Airport Operations,Annual,1,1,106884.00,106884
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V14,54,7010,Airport Operations Supervisor I,Annual,1,1,83832.00,83832
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V14,54,7010,Airport Operations Supervisor I,Annual,1,1,76428.00,76428
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V14,54,7010,Airport Operations Supervisor I,Annual,3,1,72936.00,218808
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V14,54,7010,Airport Operations Supervisor I,Annual,1,1,69648.00,69648
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V14,54,7010,Airport Operations Supervisor I,Annual,6,1,65808.00,394848
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V14,54,7010,Airport Operations Supervisor I,Annual,4,1,62832.00,251328
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,V14,54,7010,Airport Operations Supervisor I,Annual,2,1,57240.00,114480
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,14,54,7010,Airport Operations Supervisor I,Annual,6,1,54672.00,328032
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,8,4,5614,Civil Engineer IV,Annual,1,1,99648.00,99648
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,7,4,5613,Civil Engineer III,Annual,1,1,91224.00,91224
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4606,4606 Airfield Operations,BX12,20,810,Executive Secretary II,Annual,1,1,55044.00,55044
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,2 0,42,7633,Hoisting Engineer,Hourly,4,1,45.10,375232
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,7,1,35.71,519938
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,2 0,8,7184,Pool Motor Truck Driver,Hourly,154000,0,30.47,4692380
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,2 0,8,7184,Pool Motor Truck Driver,Hourly,77000,0,27.08,2085160
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,2 0,8,7183,Motor Truck Driver,Hourly,1,1,34.36,71469
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,2 0,8,7183,Motor Truck Driver,Hourly,121,1,33.85,8519368
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,2 0,8,7124,Equipment Dispatcher,Hourly,7,1,34.44,501446
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,2 0,8,7123,Equipment Training Specialist - MTD,Monthly,1,1,6214.00,74568
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,300,20,7015,Airport Manager - O'Hare,Annual,1,1,89364.00,89364
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,300,9,313,Assistant Commissioner,Annual,1,1,93912.00,93912
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4626,4626 Vehicle Operations,B12,1,303,Administrative Assistant III,Annual,1,1,63456.00,63456
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,100,9,9679,Deputy Commissioner,Annual,1,1,119256.00,119256
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX17,10,7099,Airport Facilities Manager,Annual,1,1,102060.00,102060
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX17,10,7099,Airport Facilities Manager,Annual,1,1,76512.00,76512
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX17,10,7099,Airport Facilities Manager,Annual,1,1,73020.00,73020
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,17,10,7099,Airport Facilities Manager,Annual,2,1,66564.00,133128
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,17,10,7099,Airport Facilities Manager,Annual,1,1,63516.00,63516
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,300,10,7046,Manager-O'Hare Maintenance Control Center,Annual,1,1,103740.00,103740
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX17,10,7027,Construction Coordinator,Annual,1,1,93024.00,93024
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX17,10,7027,Construction Coordinator,Annual,1,1,88812.00,88812
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX14,10,7024,Coordinator of Maintenance Repairs,Annual,1,1,49668.00,49668
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,300,10,7023,General Manager of Grounds and Terminal Facilities,Annual,1,1,106884.00,106884
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,300,20,7020,General Manager of Airport Operations,Annual,1,1,109032.00,109032
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,300,20,7020,General Manager of Airport Operations,Annual,1,1,99696.00,99696
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,300,20,5424,Supervising Architect,Annual,1,1,97728.00,97728
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,B09,1,665,Senior Data Entry Operator,Annual,2,1,55212.00,110424
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX12,20,323,Administrative Assistant III - Excluded,Annual,1,1,55044.00,55044
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX14,20,318,Assistant to the Commissioner,Annual,1,1,88812.00,88812
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,300,9,313,Assistant Commissioner,Annual,1,1,99108.00,99108
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX16,20,309,Coordinator of Special Projects,Annual,1,1,84780.00,84780
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,BX13,20,308,Staff Assistant,Annual,1,1,60408.00,60408
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,B12,1,303,Administrative Assistant III,Annual,1,1,66492.00,66492
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,12,1,303,Administrative Assistant III,Annual,1,1,63456.00,63456
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4700,4700 Administration Facilities,B10,1,302,Administrative Assistant II,Annual,1,1,57828.00,57828
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4707,4707 HVAC Plant,2 0,23,7775,Stationary Fireman,Hourly,5,1,29.62,308048
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4707,4707 HVAC Plant,2 0,12,7747,Chief Operating Engineer,Monthly,1,1,8872.76,106473
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4707,4707 HVAC Plant,2 0,12,7745,Assistant Chief Operating Engineer,Hourly,12,1,46.93,1171373
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4707,4707 HVAC Plant,2 0,12,7743,Operating Engineer  Group A,Hourly,39,1,42.66,3460579
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4707,4707 HVAC Plant,2 0,12,7741,Operating Engineer  Group C,Hourly,54,1,40.53,4552330
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4707,4707 HVAC Plant,2 0,32,5040,Foreman of Electrical Mechanics,Hourly,3,1,43.00,268320
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4707,4707 HVAC Plant,2 0,32,5035,Electrical Mechanic,Hourly,9,1,40.40,756288
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,54,9528,Laborer - BOE,Hourly,1,1,35.20,73216
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,53,9411,Construction Laborer,Hourly,11,1,35.20,805376
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,53,8246,Foreman of Construction Laborers,Hourly,1,1,36.30,75504
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,36,6676,Foreman of Machinists,Hourly,1,1,45.16,93933
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,36,6674,Machinist,Hourly,9,1,43.16,807955
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,32,5042,General Foreman of Electrical Mechanics,Monthly,1,1,7904.00,94848
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,32,5040,Foreman of Electrical Mechanics,Hourly,7,1,43.00,626080
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,32,5035,Electrical Mechanic,Hourly,58,1,40.40,4873856
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,41,4857,General Foreman of Sheet Metal Workers,Monthly,1,1,7663.07,91957
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,41,4855,Sheet Metal Worker,Hourly,6,1,40.56,506189
Local,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,1005,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,3015 Chicago-O'Hare International Airport,4717,4717 Skilled Trades,2 0,14,4776,Foreman of Steamfitters,Hourly,2,1,47.05,195728
